9	Arabella Carabetta	1	1	34	Bella	3	6	5	5	1	1	1	6	16	5	4	8	0.1264090499	0.4857007074	0.4896361903	0.9134853758	0.0247145017	0.3532361571	0.4507844363	0.4832314363	0.5236987919	0.9583876200	0.6448512986	\N	2	4	4	3	\N
12	Berenice Scionti	1	1	45	\N	3	6	3	5	0	0	1	\N	25	34	4	6	0.6101615207	0.6675358741	0.8899881951	0.4494264173	0.1851166862	0.0845027747	0.1782031047	0.5463085046	0.2911942720	0.7405388652	0.5544406378	\N	3	3	3	1	\N
13	Blaga Gavrilova Valova	1	8	28	\N	1	6	2	5	2	0	1	38	11	32	7	3	0.2604226328	0.3863856837	0.7383555691	0.2829705931	0.0029631270	0.9079349051	0.1949980041	0.5749043692	0.4311610144	0.8001747227	0.2257171696	\N	3	5	5	3	\N
18	Dëlirana Bardha	1	2	27	Deli	3	6	4	5	1	1	1	4	6	34	15	10	0.1247109981	0.3735706586	0.8206397497	0.8935311046	0.0732739150	0.3651974761	0.7026222103	0.6022583034	0.1934726640	0.7252639816	0.9301174170	\N	1	4	4	1	\N
23	Gabor Losito	2	6	40	\N	3	6	2	4	0	0	2	19	11	5	10	3	0.5647335546	0.5801101132	0.9353948895	0.2691304702	0.4123401576	0.1463880300	0.1746036237	0.9922270450	0.1132690412	0.6747169594	0.4112137089	\N	3	3	3	1	\N
39	Rivka Guzzetta	1	6	18	\N	3	4	5	6	2	1	1	17	28	27	1	8	0.5766272202	0.2231838803	0.1377855745	0.9342223085	0.6674952250	0.9770978552	0.2389503062	0.2225385042	0.4534471583	0.6084742826	0.1153891584	\N	1	5	5	1	\N
41	Samanta Orlandini	1	1	45	\N	3	6	3	5	2	1	2	\N	25	14	7	9	0.6450336781	0.6579000289	0.6222895237	0.5585224425	0.1807498952	0.8315422316	0.7418443323	0.8618781496	0.1016344326	0.8550616740	0.3972894761	\N	2	5	5	3	\N
42	Silvain De Villiers	2	9	9	\N	1	6	2	5	0	0	1	8	16	34	13	9	0.3987979319	0.0866842513	0.4829383725	0.2985331814	0.0271531572	0.0317142362	0.4558615547	0.5179811054	0.9941166800	0.6812857345	0.4367762786	\N	2	3	3	1	\N
43	Stella Santarsiero	1	1	50	\N	3	4	4	5	0	2	1	33	25	30	1	4	0.7886451956	0.7368794306	0.2052723630	0.8351425493	0.0964201695	0.0566642423	0.9178243367	0.3090832604	0.2965207073	0.4473760438	0.3884315262	\N	2	3	3	1	\N
44	Tiziana Pergola	1	1	30	\N	3	5	5	5	2	0	1	27	11	11	11	5	0.3478738796	0.4175473295	0.2767691400	0.9034345504	0.1026381523	0.8337077016	0.1239399793	0.5066950501	0.2807830152	0.8717609361	0.9839838539	\N	2	5	5	1	\N
1	Abdellatif El Ouazzani	2	4	12	\N	2	6	2	5	0	0	1	9	6	29	7	1	0.2227828997	0.1359458497	0.5952499765	0.1961393423	0.0249951713	0.3633734109	0.3730381381	0.8324279649	0.2882879655	0.6039346660	0.4234380484	\N	2	3	3	1	\N
2	Adina Rondon	1	6	29	\N	3	6	2	4	1	2	1	\N	6	22	16	4	0.5726580621	0.3985341770	0.8274682975	0.1223161223	0.2743414414	0.4546532378	0.8769993729	0.7880175329	0.4897900992	0.2414221482	0.4155300376	\N	2	4	4	3	\N
4	Alex Giovinazzo	2	1	56	Naso (nariz)	3	4	5	1	2	0	0	\N	15	9	5	4	0.0213974828	0.8428133015	0.1047693481	0.9446817653	0.7275845420	0.9933422364	0.1518231589	0.1052396320	0.1288076012	0.7418908348	0.3486264078	\N	1	5	5	4	\N
6	Antonella Pergola	1	1	7	\N	3	6	3	5	0	1	0	27	11	35	7	5	0.2813203525	0.0716886970	0.5654101916	0.4755314100	0.0161742973	0.0892833391	0.8987606181	0.0099322878	0.9261545202	0.0469162715	0.2820691740	\N	2	3	3	1	\N
8	Appia Romaniello	1	1	57	Papa	3	2	5	5	1	1	1	\N	28	24	7	1	0.0560139625	0.8576086587	0.0130306359	0.9701151871	0.0841756023	0.7951735347	0.6517666180	0.3585919723	0.8051873512	0.8949257123	0.0506931732	\N	2	4	4	3	\N
34	Minhat El Ouazzani	1	4	23	Amico (amigo)	2	3	2	5	1	1	0	9	6	9	13	7	0.0065524805	0.3003457767	0.0517439206	0.0264573003	0.1505760501	0.5064245513	0.6994802820	0.1739544316	0.9310028124	0.5382478531	0.1633250960	\N	2	4	4	2	\N
36	Olimpio Santorelli	2	1	70	\N	3	6	1	5	1	2	1	\N	28	19	12	6	0.9101242062	0.9501102065	0.6747369415	0.5853775542	0.0005782069	0.4279105900	0.9666677814	0.2365425725	0.4621469680	0.3668781462	0.3764041645	\N	1	4	4	3	\N
37	Onofrio Santarsiero	2	1	74	\N	3	4	1	5	0	1	1	33	25	27	6	3	0.9752465009	0.9685036668	0.2495369117	0.4744923932	0.1566132899	0.0505540877	0.2482331425	0.3068891312	0.3311764406	0.2466993568	0.4212210715	\N	3	3	3	1	\N
38	Paola Carabetta	1	1	40	Betta	3	6	5	5	1	1	2	6	16	2	6	8	0.0533893475	0.5757274944	0.8363061001	0.9679319681	0.0328444004	0.6758399439	0.6217082335	0.9104212080	0.8708061813	0.9181082658	0.6439274276	\N	1	4	4	3	\N
79	Naomi Kohn	1	3	27	\N	1	6	2	6	1	1	1	\N	17	27	13	9	0.8116079444	0.3748628533	0.6158734395	0.2572054695	0.6919820440	0.6019465831	0.7988929738	0.3848327796	0.2887766894	0.5224009349	0.0979597612	\N	1	4	4	1	\N
80	Orchidea Lotto	1	1	43	\N	3	6	5	6	1	1	1	20	17	28	15	8	0.9944076267	0.6284857337	0.7744922496	0.9530697987	0.5345076826	0.7760574952	0.4408529783	0.2797029585	0.6777817509	0.1402913834	0.4278662678	\N	1	4	4	3	\N
103	Anastasia Mattaliano	1	1	65	Ana	3	5	1	4	1	2	1	\N	18	16	4	10	0.1237961927	0.9248485564	0.2715377592	0.1684857897	0.2344547695	0.6552734028	0.8605198326	0.4658257749	0.5869657287	0.8617414567	0.2987152642	\N	2	4	4	1	\N
50	Yordan Andreev Valova	2	8	3	\N	1	6	4	5	1	1	1	38	11	10	10	10	0.9544929801	0.0290587419	0.9071765199	0.7828076108	0.1570282054	0.5453435992	0.7133365995	0.8939697979	0.2144816658	0.7557617161	0.2290564582	\N	2	4	4	1	\N
54	Addolorata Mugavero	1	1	74	\N	3	6	1	6	2	1	0	\N	29	30	6	8	0.8191435428	0.9691667975	0.8632683276	0.9501474725	0.4591293208	0.8806889328	0.4875156648	0.0503407957	0.4715009299	0.9544458386	0.5343968222	\N	3	5	5	3	\N
59	Çelike Kochiu	1	2	0	\N	3	6	4	6	0	0	0	18	12	20	3	1	0.5405377956	0.0037634780	0.4605610365	0.6044089257	0.6543188737	0.1448125103	0.1848172607	0.1662778757	0.1853798493	0.4135987262	0.0583357798	\N	1	3	3	2	\N
60	Chahida Al-Jirari	1	4	16	\N	2	5	4	6	1	1	1	\N	29	21	7	6	0.6058848310	0.2023653565	0.3365803436	0.8294236703	0.6266582702	0.7866514009	0.7450163279	0.6444168246	0.5833209634	0.5653742601	0.2807978944	\N	1	4	4	1	\N
61	Çiltor Kochiu	2	2	19	\N	3	6	4	6	1	1	1	18	12	29	3	10	0.7020443698	0.2368779100	0.5425107550	0.7274115267	0.6336940063	0.3522677619	0.2465046336	0.2301673893	0.8911691099	0.3864610400	0.1470653028	\N	3	4	4	3	\N
63	Editta Cozza	1	1	22	\N	3	6	4	6	1	2	1	\N	7	30	15	7	0.7627998113	0.2885893684	0.7595200149	0.7194022569	0.6435956107	0.3786713008	0.8394484186	0.6964603157	0.4701068596	0.3067200619	0.7243442988	\N	1	4	4	1	\N
66	Gabriella Lotto	1	1	46	\N	3	6	4	6	2	1	0	20	17	27	3	10	0.2201493804	0.6809648918	0.5815255861	0.7557797518	0.5974514664	0.8340206426	0.4920727573	0.0695032129	0.5705052393	0.8824731617	0.9042427909	\N	1	5	5	1	\N
68	Genesia Stefani	1	1	35	\N	3	6	2	6	1	1	1	\N	12	26	10	2	0.5053342600	0.5007664197	0.6210203536	0.1765744565	0.4871453606	0.7385247857	0.6099843558	0.6191688583	0.6979281501	0.6098899212	0.9558478810	\N	1	4	4	1	\N
69	Giacinta Forcucci Kochiu	1	1	20	\N	3	4	2	6	0	0	1	18	12	27	3	9	0.5255059089	0.2526647492	0.1511309843	0.1919358630	0.6618873341	0.0540170739	0.0104041628	0.6746192124	0.2273390720	0.6278367284	0.9035843792	\N	1	3	3	1	\N
71	Guerrino Attardo	2	1	4	\N	3	6	2	6	1	0	0	2	7	35	16	7	0.8744408089	0.0371229394	0.6626734812	0.1213960048	0.5706785120	0.6269531260	0.2219589617	0.4058938700	0.9317439740	0.3971490172	0.2056381996	\N	1	4	4	1	\N
73	Ildegarda Penne	1	1	13	Penne	3	5	4	6	0	0	0	26	2	32	1	3	0.1893525941	0.1532587433	0.3919203701	0.7146340645	0.4852591323	0.1100954381	0.2000402193	0.4848922189	0.2950372576	0.6346473107	0.0806590321	\N	1	3	3	1	\N
74	Imelda Maura	1	1	45	\N	3	4	4	6	0	2	1	\N	21	1	4	4	0.2161497585	0.6637882909	0.1997011715	0.7867536918	0.4657614293	0.0440034233	0.8409115289	0.3966386902	0.3566658539	0.1788819890	0.2060001604	\N	1	3	3	3	\N
75	Isabella Balcescu	1	5	59	Isa	1	4	2	6	2	0	1	\N	7	27	15	1	0.0245140341	0.8787365906	0.1051419479	0.0709043353	0.5727255499	0.8373774716	0.1537277463	0.6752350297	0.1842689100	0.1227076858	0.6414958736	\N	1	5	5	1	\N
81	Orchidea Mancini	1	1	21	\N	3	6	2	6	0	1	1	\N	17	11	16	10	0.6473679572	0.2684763227	0.8684635276	0.2230839778	0.6653720275	0.1250042797	0.4159317070	0.3371149214	0.8472902578	0.5269001227	0.9454886218	\N	1	3	3	1	\N
82	Orfeo Agresta	2	1	21	Neto	3	6	3	6	1	1	1	\N	17	25	3	9	0.1893163770	0.2753088459	0.4798744568	0.3445367683	0.6741834711	0.7166828800	0.2280600936	0.3763234006	0.7424964835	0.1289773248	0.6349093470	\N	1	4	4	1	\N
83	Pacomio Basso	2	1	51	\N	3	6	2	6	0	1	1	\N	12	24	4	9	0.4028490601	0.7486101562	0.8556246616	0.1313639604	0.4770589236	0.1948092017	0.7500243318	0.5994081351	0.8078760283	0.5468436908	0.8742642658	\N	3	3	3	2	\N
85	Petar Balcescu	2	5	27	\N	1	6	3	6	0	1	2	3	26	13	2	1	0.2529347411	0.3733217099	0.9853723702	0.4214280694	0.4844729063	0.1667245881	0.5676577910	0.9798454293	0.4245543022	0.3310118069	0.4085945823	\N	1	3	3	2	\N
86	Protasio Petricca	2	1	51	\N	3	6	2	6	1	2	2	28	2	35	14	7	0.2857103530	0.7498553498	0.8044231159	0.1226382478	0.4646515222	0.4291095266	0.9744995318	0.8592634016	0.4257093763	0.6974365903	0.2611091695	\N	1	4	4	1	\N
87	Rodrigo Tito	2	1	30	\N	3	5	5	6	1	1	1	\N	29	11	3	8	0.2877879779	0.4233072945	0.2787239057	0.9565656237	0.5276876575	0.7387933260	0.2378789945	0.3079311963	0.2586745198	0.6091919424	0.1727064881	\N	1	4	4	2	\N
88	Selvaggia Petricca	1	1	79	Nonna (avó)	3	6	1	6	0	2	1	28	2	2	11	3	0.0002322740	0.9953088713	0.5490495720	0.0151764931	0.5368006233	0.0249247307	0.8104276485	0.4823374352	0.4105469508	0.1897687989	0.1875091963	\N	1	3	3	2	\N
90	Sostene Susi	2	1	34	Pieditto (pezinho)	3	6	5	6	0	1	1	\N	29	27	3	5	0.0333645314	0.4852357438	0.8015223624	0.9348074485	0.5137070812	0.1399056750	0.2976116687	0.7897881688	0.6006826696	0.1556652104	0.4912360797	\N	1	3	3	1	\N
91	Tabita Pollio	1	1	52	\N	3	4	5	6	0	1	1	\N	29	31	11	9	0.6085939769	0.7747821906	0.1631520279	0.9387430084	0.5386624082	0.0629322524	0.6141689773	0.5920265249	0.3256443573	0.9296725704	0.3589546215	\N	1	3	3	2	\N
92	Tranquillo Tocco	2	1	35	Tico	3	4	4	6	0	1	1	35	17	22	6	1	0.0018878949	0.5002171371	0.2053699432	0.6110632811	0.5987563546	0.0644142650	0.3673160363	0.2438519582	0.7290333812	0.3748289839	0.2347972609	\N	1	3	3	1	\N
93	Trasea Tocco	1	1	35	\N	3	6	3	6	1	1	1	35	17	21	7	10	0.9129231898	0.5075838012	0.4318713562	0.3565847743	0.6008754063	0.7481318594	0.3996389868	0.3141299470	0.5561453152	0.8722677123	0.2116094712	\N	1	4	4	1	\N
95	Vedasto Penne	2	1	74	\N	3	5	1	6	1	0	1	26	2	3	4	10	0.8049723124	0.9693525483	0.2753724535	0.5963257629	0.6717096797	0.2880988630	0.1029515641	0.2735863876	0.8789602240	0.0871909533	0.6166621249	\N	3	4	4	3	\N
118	El Bachir Toufiq	2	4	41	Piccolo (Pequeno)	2	4	5	4	1	1	1	\N	8	10	12	1	0.1094103205	0.5896898029	0.1382101372	0.9614172623	0.3041100304	0.4832031479	0.3974582912	0.2961043010	0.0669885403	0.5512494556	0.6287351004	\N	2	4	4	2	\N
